siteinfor,country,latitude,longitude,elevation,mat,map,samplingdepth,samplingthickness,sandperc,siltperc,texture,soilph,covercrop,covercropgroup,graincrop,graincropgroup,fertilization_c,fertilization_t,conservation_type,controldescription,yield_c,yield_t
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,10-to-15,5,44.0,6.0,Clay,5.6,Leucaena/Sesbania,LL,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,10-to-15,5,44.0,6.0,Clay,5.6,Gliricidia/Sesbania,LL,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,10-to-15,5,44.0,6.0,Clay,5.6,Acacia/Sesbania,LL,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Sesbania,Legume,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Gliricidia,Legume,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Leucaena,Legume,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Acacia,Legume,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Leucaena/Sesbania,LL,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Gliricidia/Sesbania,LL,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,15-to-20,5,44.0,6.0,Clay,5.6,Acacia/Sesbania,LL,Not_available,Arable,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-20,20,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-20,20,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,20-to-40,20,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,20-to-40,20,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,40-to-60,20,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,40-to-60,20,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-60,60,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-60,60,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-20,20,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-20,20,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,20-to-40,20,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,20-to-40,20,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,40-to-60,20,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,40-to-60,20,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-60,60,44.0,6.0,Clay,5.6,Cajanus,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Kagoro, Zambia",Zambia,-14.25,32.0,988.0,,850.0,0-to-60,60,44.0,6.0,Clay,5.6,Sesbania,Legume,Maize,Maize,No fertilizer,Green manure,AF,Natural fallow,,
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Senna spectabilis hedg,Legume,Not_available,Arable,0 Kg N per ha,Green manure,AF,No cover crop,1110.0,730.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Senna spectabilis hedg,Legume,Not_available,Arable,100 Kg N per ha,Green manure,AF,No cover crop,2080.0,730.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Senna spectabilis hedg,Legume,Not_available,Arable,0 Kg N per ha,Green manure,AF,No cover crop,820.0,960.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Senna spectabilis hedg,Legume,Not_available,Arable,100 Kg N per ha,Green manure,AF,No cover crop,4530.0,960.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Senna spectabilis hedg,Legume,Not_available,Arable,0 Kg N per ha,Green manure,AF,No cover crop,400.0,2570.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Senna spectabilis hedg,Legume,Not_available,Arable,100 Kg N per ha,Green manure,AF,No cover crop,1930.0,2570.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Gliricidia sepium hedg,Legume,Not_available,Arable,0 Kg N per ha,Green manure,AF,No cover crop,1110.0,1300.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Gliricidia sepium hedg,Legume,Not_available,Arable,100 Kg N per ha,Green manure,AF,No cover crop,2080.0,1300.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Gliricidia sepium hedg,Legume,Not_available,Arable,0 Kg N per ha,Green manure,AF,No cover crop,820.0,990.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Gliricidia sepium hedg,Legume,Not_available,Arable,100 Kg N per ha,Green manure,AF,No cover crop,4530.0,990.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Gliricidia sepium hedg,Legume,Not_available,Arable,0 Kg N per ha,Green manure,AF,No cover crop,400.0,1180.0
"Chitedze Research Station, Malawi",Malawi,-13.98,33.64,1155.0,,,Not-available,Not-available,,,,,Gliricidia sepium hedg,Legume,Not_available,Arable,100 Kg N per ha,Green manure,AF,No cover crop,1930.0,1180.0
"Yurimaguas, Peru",Peru,-5.9,-76.14,135.4,,,Not-available,Not-available,,,Clay,,Inga edulis ,Legume,Not_available,Arable,,,AF,No cover crop,,
"Citayan, Indonesia",Indonesia,-6.44,106.75,104.9,,,Not-available,Not-available,,,Clay,,Flemingia congesta,Legume,Not_available,Arable,,,AF,No cover crop,,
"Los Banos, Philippines",Philippines,14.17,121.17,238.2,,,Not-available,Not-available,,,,,Desmanthus virgatus ,Legume,Not_available,Arable,,,AF,No cover crop,,
"Ibadan, Nigeria",Nigeria,7.41,3.95,187.0,,,Not-available,Not-available,,,Sandy loam,,Leucaena leucocephala,Legume,Not_available,Arable,,,AF,No cover crop,,
"Butare, Rwanda",Rwanda,-2.61,29.72,1743.0,,,Not-available,Not-available,,,Clay,,Calliandra calothyrsus/Leucaena leucocephala,LL,Not_available,Arable,,,AF,No cover crop,,
"Ntcheu, Malawi",Malawi,-14.86,34.23,1034.3,,,Not-available,Not-available,,,,,Leucaena leucocephala,Legume,Not_available,Arable,,,AF,No cover crop,,
"Machakos, Kenya",Kenya,-1.51,37.25,1611.0,,,Not-available,Not-available,,,,,Senna siamea/Leucaena leucocephala,LL,Not_available,Arable,,,AF,No cover crop,,
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Peru Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,815.0,2479.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Peru Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,455.0,3818.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Peru Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,,
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Peru Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,318.0,4106.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Peru Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,309.0,2143.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Peru Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,152.0,2295.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Hawaiian giant Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,815.0,2033.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Hawaiian giant Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,455.0,1530.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Hawaiian giant Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,,
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Hawaiian giant Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,318.0,3652.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Hawaiian giant Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,309.0,1571.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Hawaiian giant Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,152.0,1369.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Cunningham Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,815.0,1639.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Cunningham Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,455.0,1936.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Cunningham Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,,
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Cunningham Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,318.0,2136.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Cunningham Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,309.0,1558.0
"Nkhande, 3 km west of Ntcheu, Malawi",Malawi,-14.28,34.6,1260.0,21.0,1125.0,,,,,Sandy loam,,Cunningham Leucaena  leucocephala,Legume tree,Maize,Maize,,,AF,No cover crop,152.0,1832.0
"Rubona, Rwanda",Rwanda,-2.55,29.6,1924.0,,,10-to-20,10,,,,,Tephrosia,Legume,Not_available,Arable,,,CC,No cover crop,,
"Rubona, Rwanda",Rwanda,-2.55,29.6,1924.0,,,10-to-20,10,,,,,Sorghum straw,Grass,Not_available,Arable,,,CC,No cover crop,,
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,3325.0,3217.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,5023.0,5730.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,4017.0,3589.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,2838.0,3022.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,3325.0,3326.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,5023.0,5036.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,4017.0,3920.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2838.0,2228.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,3325.0,3342.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,5023.0,5233.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,4017.0,4244.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,2838.0,2905.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Lablab,Legume,Maize,Corn,,,CC,No cover crop,3325.0,3755.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Lablab,Legume,Maize,Corn,,,CC,No cover crop,5023.0,5465.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Lablab,Legume,Maize,Corn,,,CC,No cover crop,4017.0,4007.0
"Mayuge, Imanyiro sub-county of Bunya County",Uganda,-0.22,33.57,1134.0,,1345.0,0-to-20,20,62.0,29.0,Sandy loam,5.2,Lablab,Legume,Maize,Corn,,,CC,No cover crop,2838.0,2956.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,2141.0,1922.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,2585.0,1863.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,1719.0,2249.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,1469.0,1805.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2141.0,1631.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2585.0,2884.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,1719.0,1755.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,1469.0,1881.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,2141.0,2241.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,2585.0,3324.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,1719.0,2316.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,1469.0,2285.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Lablab,Legume,Maize,Corn,,,CC,No cover crop,2141.0,1937.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Lablab,Legume,Maize,Corn,,,CC,No cover crop,2585.0,2473.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Lablab,Legume,Maize,Corn,,,CC,No cover crop,1719.0,1601.0
"Buyemba, Imanyiro sub-county of Bunya County",Uganda,-1.58,30.07,1978.0,,1345.0,0-to-20,20,70.0,21.0,Sandy loam,5.0,Lablab,Legume,Maize,Corn,,,CC,No cover crop,1469.0,1259.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,1996.0,1542.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,2201.0,2498.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,2050.0,2216.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Mucuna,Legume,Maize,Corn,,,CC,No cover crop,2257.0,2549.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,1996.0,1806.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2201.0,2531.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2050.0,2145.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2257.0,2338.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,1996.0,1735.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,2201.0,2411.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,2050.0,2814.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Canavalia,Legume,Maize,Corn,,,CC,No cover crop,2257.0,2265.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Lablab,Legume,Maize,Corn,,,CC,No cover crop,1996.0,1075.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Lablab,Legume,Maize,Corn,,,CC,No cover crop,2201.0,2357.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Lablab,Legume,Maize,Corn,,,CC,No cover crop,2050.0,2358.0
"Magada, Imanyiro sub-county of Bunya County",Uganda,-1.95,30.09,1165.3,,1357.0,0-to-20,20,67.0,24.0,Sandy loam,5.5,Lablab,Legume,Maize,Corn,,,CC,No cover crop,2257.0,1778.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Crotalaria,Legume,Corn,Corn,,,CC,Fallow,4000.0,2800.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Crotalaria,Legume,Bean,Vegetable,,,CC,Fallow,560.0,400.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Crotalaria,Legume,Corn,Corn,,,CC,Fallow,2600.0,2100.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Crotalaria,Legume,Bean,Vegetable,,,CC,Fallow,740.0,660.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Mucuna,Legume,Corn,Corn,,,CC,Fallow,3200.0,2400.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Mucuna,Legume,Corn,Corn,,,CC,Fallow,,
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Mucuna,Legume,Corn,Corn,,,CC,Fallow,2300.0,3700.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Mucuna,Legume,Corn,Corn,,,CC,Fallow,8100.0,6100.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Mucuna,Legume,Bean,Vegetable,,,CC,Fallow,500.0,800.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Lablab,Legume,Corn,Corn,,,CC,Fallow,3200.0,1600.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Lablab,Legume,Corn,Corn,,,CC,Fallow,,
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Lablab,Legume,Corn,Corn,,,CC,Fallow,2300.0,2700.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Lablab,Legume,Corn,Corn,,,CC,Fallow,8100.0,4300.0
Iganga District of eastern Uganda,Uganda,0.43,33.47,1189.0,,1350.0,,,,,Sandy loam,,Lablab,Legume,Bean,Vegetable,,,CC,Fallow,500.0,880.0
Kawanda Agriculture Research Institute,Uganda,0.4,32.5,1200.0,,,,,50.0,13.0,Sandy clay,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,420.0,210.0
Kawanda Agriculture Research Institute,Uganda,0.4,32.5,1200.0,,,,,50.0,13.0,Sandy clay,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,2200.0,1050.0
Kawanda Agriculture Research Institute,Uganda,0.4,32.5,1200.0,,,,,50.0,13.0,Sandy clay,5.2,Crotalaria,Legume,Maize,Corn,,,CC,No cover crop,4600.0,3040.0
